count	class	samples
1	whitespace-nowrap	<a.flex-shrink-0.self-start.px-3.py-1.5.rounded-full.border.border-neutral-300.dark:border-neutral-600> "Have an account? Login"
1	xl:gap-16	<div.w-full.max-w-screen-xl.flex.items-center.gap-8.lg:gap-12.xl:gap-16> "Create your accountJoin us and start your journey todayHave an account? LoginFull Name *Email Addres"
1	xl:max-w-[560px]	<div.w-full.lg:max-w-[520px].xl:max-w-[560px].flex-shrink-0.mx-auto.lg:mx-0> "Create your accountJoin us and start your journey todayHave an account? LoginFull Name *Email Addres"
1	xs:flex-row	<div.flex.flex-col.xs:flex-row.xs:items-start.xs:justify-between.gap-3.mb-5.sm:mb-6> "Create your accountJoin us and start your journey todayHave an account? Login"
1	xs:items-start	<div.flex.flex-col.xs:flex-row.xs:items-start.xs:justify-between.gap-3.mb-5.sm:mb-6> "Create your accountJoin us and start your journey todayHave an account? Login"
1	xs:justify-between	<div.flex.flex-col.xs:flex-row.xs:items-start.xs:justify-between.gap-3.mb-5.sm:mb-6> "Create your accountJoin us and start your journey todayHave an account? Login"
1	xs:p-6	<div.bg-white.dark:bg-neutral-900.rounded-2xl.shadow-sm.border.border-neutral-100.dark:border-neutral-800.p-5> "Create your accountJoin us and start your journey todayHave an account? LoginFull Name *Email Addres"
1	xs:px-4	<div.w-full.mt-12.sm:mt-0.min-h-[calc(100vh-80px)].flex.items-center.justify-center.px-3> "Create your accountJoin us and start your journey todayHave an account? LoginFull Name *Email Addres"
1	z-[1]	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	z-[999]	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto>
1	z-10	<span.absolute.left-3.top-[13px].z-10.text-emerald-500.pointer-events-none>
1	z-40	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out>
