count	class	samples
1	dsv-2025.04.19-7e29	<span.dsv-2025.04.19-7e29>
1	fade-in	<div.animate-in.fade-in.duration-300> "AttributeValueDevicesPhone, earbuds, watch, power bankStorage256GB built-in phone storageBatteryUp t"
1	flex-wrap	<div.flex.flex-wrap.items-baseline.gap-3.mb-6> "$535.00"
1	focus-visible:outline-none	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	focus-visible:ring-0	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	focus-visible:ring-offset-0	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	focus:border-neutral-500	<input.input.w-full.rounded-xl.border.border-neutral-700.bg-neutral-800.py-2.pl-4>
1	focus:border-transparent	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border>
1	focus:ring-neutral-300	<input.flex-1.rounded-xl.px-4.py-2.5.text-sm.focus:outline-none.focus:ring-2.focus:ring-neutral-300>
1	focus:ring-neutral-500	<input.input.w-full.rounded-xl.border.border-neutral-700.bg-neutral-800.py-2.pl-4>
1	focus:ring-neutral-900	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border>
1	font-inherit	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	gap-1.5	<div.flex.items-center.gap-1.5> "(0 Rating)"
1	gap-10	<div.grid.grid-cols-1.md:grid-cols-2.lg:grid-cols-12.gap-10> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
1	gap-6	<div.flex.items-center.gap-6.border-t.border-b.border-neutral-200.dark:border-neutral-700.py-4> "Add to WishlistAdd to Compare"
1	gap-8	<div.grid.grid-cols-1.lg:grid-cols-2.gap-8.lg:gap-16> "A smartphone and earphone bundle offers an all-in-one mobile communication and audio solution.(0 Rat"
1	gap-x-8	<div.flex.justify-between.gap-x-8.lg:gap-x-[50px]> "Privacy policyWhat's NewShippingTerms of useRefund PolicyReturn PolicayPayment PolicyCustomer Servic"
1	grid-cols-2	<div.grid.grid-cols-2.md:grid-cols-4.gap-4.md:gap-6.mb-10> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
1	group-data-[focus-visible=true]:ring-2	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	group-data-[focus-visible=true]:ring-focus	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	group-data-[focus-visible=true]:ring-offset-2	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	group-data-[focus-visible=true]:ring-offset-background	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	group-data-[focus-visible=true]:z-10	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	group-data-[selected=true]:bg-primary	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	group-data-[selected=true]:text-primary-foreground	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	group-hover:opacity-100	<div.absolute.bottom-4.right-4.p-2.rounded-full.bg-white/80.dark:bg-black/50.backdrop-blur-sm>
1	group-hover:scale-105	<img.object-cover.transition-transform.duration-500.group-hover:scale-105>
1	h-[2px]	<span.absolute.bottom-0.h-[2px].bg-neutral-900.dark:bg-white.transition-all.duration-300.ease-in-out>
1	h-[calc(100vh-180px)]	<div.overflow-y-auto.h-[calc(100vh-180px)].py-4.px-6> "Start typing to search products"
1	h-64	<div.flex.flex-col.items-center.justify-center.h-64.text-center> "Your cart is emptyAdd items to your cart to see them here"
1	h-auto	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	hover:bg-blue-700	<button.w-8.h-8.rounded-full.flex.items-center.justify-center.cursor-pointer.transition-colors>
1	hover:bg-neutral-50	<button.flex.w-full.cursor-pointer.items-center.justify-between.gap-2.px-3.py-2> "Wireless Bluetooth Earbuds with Charging Case L (+544)"
1	hover:outline-none	<div.max-w-[550px].relative.w-full.mx-auto.xl:min-w-[516px].outline-none.hover:outline-none>
1	hover:text-neutral-200	<svg.text-white.hover:text-neutral-200.transition-colors>
1	input	<input.input.w-full.rounded-xl.border.border-neutral-700.bg-neutral-800.py-2.pl-4>
1	inset-x-0	<div.fixed.inset-x-0.bottom-0.z-[60].lg:hidden> "HomeCategoriesCartAccount"
1	items-baseline	<div.flex.flex-wrap.items-baseline.gap-3.mb-6> "$535.00"
1	leading-[1.15]	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	left-1/2	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto>
1	lg:block	<footer.hidden.lg:block.bg-neutral-50.dark:bg-neutral-900/50.text-neutral-700.dark:text-neutral-300> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
1	lg:border	<div.relative.flex.items-center.justify-center.rounded-md.border-0.lg:border.border-solid>
1	lg:col-span-3	<div.lg:col-span-3.flex.flex-col.gap-4> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
1	lg:col-span-4	<div.lg:col-span-4> "Stay UpdatedGet exclusive offers, new arrivals, and more.Subscribe"
1	lg:col-span-5	<div.lg:col-span-5> "Privacy policyWhat's NewShippingTerms of useRefund PolicyReturn PolicayPayment PolicyCustomer Servic"
1	lg:flex-row	<div.flex.flex-col.lg:flex-row.gap-2> "Subscribe"
1	lg:gap-16	<div.grid.grid-cols-1.lg:grid-cols-2.gap-8.lg:gap-16> "A smartphone and earphone bundle offers an all-in-one mobile communication and audio solution.(0 Rat"
1	lg:gap-x-[50px]	<div.flex.justify-between.gap-x-8.lg:gap-x-[50px]> "Privacy policyWhat's NewShippingTerms of useRefund PolicyReturn PolicayPayment PolicyCustomer Servic"
1	lg:grid-cols-12	<div.grid.grid-cols-1.md:grid-cols-2.lg:grid-cols-12.gap-10> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
1	lg:grid-cols-2	<div.grid.grid-cols-1.lg:grid-cols-2.gap-8.lg:gap-16> "A smartphone and earphone bundle offers an all-in-one mobile communication and audio solution.(0 Rat"
1	lg:hidden	<div.fixed.inset-x-0.bottom-0.z-[60].lg:hidden> "HomeCategoriesCartAccount"
1	lg:mt-0	<form.mt-8.lg:mt-0.w-full.relative> "Stay UpdatedGet exclusive offers, new arrivals, and more.Subscribe"
1	lg:my-12	<div.mx-auto.my-16.mt-16.sm:mt-0.w-full.lg:my-12.md:my-20.md:max-w-4xl> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
1	lg:size-10	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	lg:text-4xl	<h1.text-2xl.md:text-3xl.lg:text-4xl.font-bold.text-neutral-900.dark:text-white.mb-3.line-clamp-2> "A smartphone and earphone bundle offers an all-in-one mobile communication and audio solution."
1	lg:w-fit	<button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
1	light	<html.light> ":root{--sf-img-3: url(\"data:image/avif;base64,AAAAHGZ0eXBhdmlmAAAAAG1pZjFhdmlmbWlhZgAAANZtZXRhAAAAAA"
1	line-clamp-2	<h1.text-2xl.md:text-3xl.lg:text-4xl.font-bold.text-neutral-900.dark:text-white.mb-3.line-clamp-2> "A smartphone and earphone bundle offers an all-in-one mobile communication and audio solution."
1	line-clamp-4	<p.text-neutral-500.dark:text-neutral-400.leading-relaxed.line-clamp-4> "Devices: Phone, earbuds, watch, power bank Storage: 256GB built-in phone storage Battery: Up to 48 h"
1	m-0	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	max-w-[200px]	<span.text-neutral-900.dark:text-white.font-medium.truncate.max-w-[200px]> "A smartphone and earphone bundle offers an all-in-one mobile communication and audio solution."
1	max-w-[260px]	<p.text-sm.text-neutral-500.dark:text-neutral-400.leading-relaxed.max-w-[260px]> "Premium products with exceptional quality. Your satisfaction is our priority."
1	max-w-[550px]	<div.max-w-[550px].relative.w-full.mx-auto.xl:min-w-[516px].outline-none.hover:outline-none>
1	max-w-fit	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	mb-1	<h3.mb-1.text-sm.font-bold.text-neutral-900.dark:text-white> "Stay Updated"
1	mb-10	<div.grid.grid-cols-2.md:grid-cols-4.gap-4.md:gap-6.mb-10> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
1	mb-5	<div.mb-5> "(0 Rating)"
1	md:bottom-4	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto>
1	md:flex	<ul.hidden.gap-0.5.text-sm.md:flex.items-center> "AllSmartphonesHeadphonesEntertainmentAppliances"
1	md:gap-3	<div.flex.items-center.gap-2.md:gap-3> "SearchStart typing to search productsShopping CartYour cart is emptyAdd items to your cart to see th"
1	md:gap-6	<div.grid.grid-cols-2.md:grid-cols-4.gap-4.md:gap-6.mb-10> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
1	md:grid-cols-2	<div.grid.grid-cols-1.md:grid-cols-2.lg:grid-cols-12.gap-10> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
1	md:grid-cols-4	<div.grid.grid-cols-2.md:grid-cols-4.gap-4.md:gap-6.mb-10> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
1	md:h-9	<a.flex.h-8.w-auto.items-center.md:h-9> "Logoipsum"
1	md:hidden	<div.block.w-full.justify-center.md:hidden.px-4.mt-2.z-10>
1	md:max-w-4xl	<div.mx-auto.my-16.mt-16.sm:mt-0.w-full.lg:my-12.md:my-20.md:max-w-4xl> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
1	md:my-20	<div.mx-auto.my-16.mt-16.sm:mt-0.w-full.lg:my-12.md:my-20.md:max-w-4xl> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
1	md:pl-4	<input.input.w-full.rounded-xl.border.border-neutral-700.bg-neutral-800.py-2.pl-4>
1	md:pt-3	<div.w-full.px-4.md:px-6.lg:px-8.pt-2.md:pt-3> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing "
1	md:py-10	<div.max-w-screen-2xl.mx-auto.px-4.md:px-6.lg:px-8.py-6.md:py-10.mt-5> "HomeProductsA smartphone and earphone bundle offers an all-in-one mobile communication and audio sol"
1	md:py-12	<div.mx-auto.w-full.px-4.md:px-6.lg:px-8.py-10.md:py-12.bg-white> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
1	md:py-14	<div.mx-auto.w-full.max-w-screen-2xl.px-4.md:px-6.lg:px-8.py-12.md:py-14> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
1	md:stroke-neutral-400	<svg.size-5.stroke-neutral-400.md:stroke-neutral-400>
1	md:text-3xl	<h1.text-2xl.md:text-3xl.lg:text-4xl.font-bold.text-neutral-900.dark:text-white.mb-3.line-clamp-2> "A smartphone and earphone bundle offers an all-in-one mobile communication and audio solution."
1	md:text-4xl	<p.text-3xl.md:text-4xl.font-bold.text-neutral-900.dark:text-white> "$535.00"
1	md:text-lg	<button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
1	md:top-auto	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto>
1	min-h-[calc(100vh-580px)]	<div.mx-auto.min-h-[calc(100vh-580px)].w-full.bg-white.dark:bg-neutral-950> "{\"@context\":\"https://schema.org\",\"@type\":\"Product\",\"name\":\"A smartphone and earphone bundle offers a"
1	min-h-screen	<body.min-h-screen.font-archivo.text-foreground.bg-white.dark:bg-neutral-950.antialiased> "((a,b,c,d,e,f,g,h)=>{let i=document.documentElement,j=[\"light\",\"dark\"];function k(b){var c;(Array.is"
1	min-w-[3rem]	<div.flex.h-10.min-w-[3rem].items-center.justify-center.px-3.font-medium.text-neutral-900> "1"
1	min-w-full	<table.min-w-full.divide-y.divide-neutral-200.dark:divide-neutral-700> "AttributeValueDevicesPhone, earbuds, watch, power bankStorage256GB built-in phone storageBatteryUp t"
1	mr-2	<svg.w-5.h-5.mr-2>
1	mt-1	<div.flex.gap-3.mt-1>
1	mt-5	<div.max-w-screen-2xl.mx-auto.px-4.md:px-6.lg:px-8.py-6.md:py-10.mt-5> "HomeProductsA smartphone and earphone bundle offers an all-in-one mobile communication and audio sol"
1	mx-0	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	mx-2	<div.mx-2.flex.items-center.justify-center.gap-2> "Subscribe"
1	mx-6	<div.mx-6.border-b.border-neutral-100.dark:border-neutral-800>
1	my-16	<div.mx-auto.my-16.mt-16.sm:mt-0.w-full.lg:my-12.md:my-20.md:max-w-4xl> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
1	opacity-[0.0001]	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	order-1	<div.order-1>
1	order-2	<div.order-2> "A smartphone and earphone bundle offers an all-in-one mobile communication and audio solution.(0 Rat"
1	outline-solid	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	outline-transparent	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	overflow-visible	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	p-0	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	p-5	<div.bg-neutral-50.dark:bg-neutral-800.rounded-xl.p-5> "Shipping InfoFree ShippingOn orders over $50Fast Delivery2-3 business daysEasy Returns30-day return "
1	pb-4	<div.pt-8.pb-4> "AttributeValueDevicesPhone, earbuds, watch, power bankStorage256GB built-in phone storageBatteryUp t"
1	pl-4	<input.input.w-full.rounded-xl.border.border-neutral-700.bg-neutral-800.py-2.pl-4>
1	pr-10	<input.input.w-full.rounded-xl.border.border-neutral-700.bg-neutral-800.py-2.pl-4>
1	pr-12	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border>
1	pt-2	<div.w-full.px-4.md:px-6.lg:px-8.pt-2.md:pt-3> "LogoipsumHomeCategoriesCartAccountAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing "
1	pt-3	<div.flex.items-center.justify-between.pt-3.border-t.border-neutral-200.dark:border-neutral-700> "Total$20,074.00"
1	pt-8	<div.pt-8.pb-4> "AttributeValueDevicesPhone, earbuds, watch, power bankStorage256GB built-in phone storageBatteryUp t"
1	py-10	<div.mx-auto.w-full.px-4.md:px-6.lg:px-8.py-10.md:py-12.bg-white> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
1	py-5	<div.flex.items-center.justify-between.px-6.py-5.border-b.border-neutral-100.dark:border-neutral-800> "Search"
1	py-8	<div.mx-auto.my-16.mt-16.sm:mt-0.w-full.lg:my-12.md:my-20.md:max-w-4xl> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
1	right-1	<div.absolute.bottom-0.right-1.top-0.flex.w-9.items-center.justify-center>
1	right-2	<button.absolute.right-2.top-1/2.-translate-y-1/2.p-2.text-neutral-400.hover:text-neutral-600.dark:hover:text-neutral-300>
1	right-4	<div.absolute.bottom-4.right-4.p-2.rounded-full.bg-white/80.dark:bg-black/50.backdrop-blur-sm>
1	ring-2	<button.relative.aspect-square.rounded-lg.overflow-hidden.border-2.transition-all.cursor-pointer.border-neutral-900>
1	ring-neutral-200	<button.relative.aspect-square.rounded-lg.overflow-hidden.border-2.transition-all.cursor-pointer.border-neutral-900>
1	rotate-[360deg]	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	scrollbar-hide	<div.flex.overflow-x-auto.scrollbar-hide.-mb-px> "DescriptionReviews (0)"
1	select-none	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	size-5	<svg.size-5.stroke-neutral-400.md:stroke-neutral-400>
1	size-9	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	sm:flex-row	<div.flex.flex-col.sm:flex-row.gap-3.mb-6> "Bundle Products*Configurable 2+$13,543.001Configurable 1+$1,234.001Configurable 5+$452.001test*Varia"
1	sm:max-w-md	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto>
1	sm:mt-0	<div.mx-auto.my-16.mt-16.sm:mt-0.w-full.lg:my-12.md:my-20.md:max-w-4xl> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
1	space-y-5	<div.space-y-5> "Bundle Products*Configurable 2+$13,543.001Configurable 1+$1,234.001Configurable 5+$452.001test*Varia"
1	sr-only	<span.sr-only> "Go to homepage"
1	stroke-neutral-400	<svg.size-5.stroke-neutral-400.md:stroke-neutral-400>
1	tap-highlight-transparent	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	text-[100%]	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	text-3xl	<p.text-3xl.md:text-4xl.font-bold.text-neutral-900.dark:text-white> "$535.00"
1	text-black	<svg.h-5.w-5.text-black.dark:text-white>
1	text-foreground	<body.min-h-screen.font-archivo.text-foreground.bg-white.dark:bg-neutral-950.antialiased> "((a,b,c,d,e,f,g,h)=>{let i=document.documentElement,j=[\"light\",\"dark\"];function k(b){var c;(Array.is"
1	text-lg	<h2.text-lg.font-bold.text-neutral-900.dark:text-white> "Search"
1	top-1/2	<button.absolute.right-2.top-1/2.-translate-y-1/2.p-2.text-neutral-400.hover:text-neutral-600.dark:hover:text-neutral-300>
1	top-4	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto>
1	touch-none	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	w-[80%]	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto>
1	w-12	<svg.w-12.h-12.mx-auto.text-neutral-300.dark:text-neutral-600.mb-3>
1	w-16	<svg.w-16.h-16.text-neutral-300.dark:text-neutral-600.mb-4>
1	w-20	<div.flex.flex-col.gap-3.w-20.shrink-0>
1	w-fit	<a.flex.items-center.gap-2.cursor-pointer.w-fit> "LogoipsumGo to homepage"
1	xl:min-w-[516px]	<div.max-w-[550px].relative.w-full.mx-auto.xl:min-w-[516px].outline-none.hover:outline-none>
1	z-[1]	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	z-[999]	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto>
1	z-10	<div.block.w-full.justify-center.md:hidden.px-4.mt-2.z-10>
1	z-40	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out>
