count	class	samples
1	min-h-[calc(100vh-580px)]	<div.mx-auto.min-h-[calc(100vh-580px)].w-full.bg-white.dark:bg-neutral-950> "sgsdg@dffd.comVerified AccountProfileAddressesWishlistOrdersReviewsLogoutProfile InformationManage y"
1	mt-16	<div.mx-auto.my-16.mt-16.sm:mt-0.w-full.lg:my-12.md:my-20.md:max-w-4xl> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
1	mt-2	<div.inline-flex.items-center.gap-1.px-3.py-1.rounded-full.text-xs.font-semibold> "Verified Account"
1	mt-6	<div.mt-6.pt-6.border-t.border-neutral-100.dark:border-neutral-800> "Logout"
1	mt-8	<form.mt-8.lg:mt-0.w-full.relative> "Stay UpdatedGet exclusive offers, new arrivals, and more.Subscribe"
1	mx-0	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	mx-2	<div.mx-2.flex.items-center.justify-center.gap-2> "Subscribe"
1	mx-6	<div.mx-6.border-b.border-neutral-100.dark:border-neutral-800>
1	my-16	<div.mx-auto.my-16.mt-16.sm:mt-0.w-full.lg:my-12.md:my-20.md:max-w-4xl> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
1	opacity-[0.0001]	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	opacity-70	<svg.w-full.h-full.opacity-70.dark:opacity-20.pointer-events-none>
1	outline-none	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	outline-solid	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	outline-transparent	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	overflow-visible	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	p-0	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	p-3	<nav.bg-white.dark:bg-neutral-900.rounded-2xl.shadow-sm.border.border-neutral-100.dark:border-neutral-800.p-3> "ProfileAddressesWishlistOrdersReviewsLogout"
1	p-5	<div.profile-tab.max-w-lg.w-full.mx-auto.bg-white.dark:bg-neutral-900.rounded-2xl.shadow-sm> "Profile InformationManage your personal details and account information.Edit ProfileFirst NamesgsdgL"
1	p-6	<main.flex-1.min-w-0.bg-white.dark:bg-neutral-900.rounded-2xl.p-6.shadow-sm.border> "Profile InformationManage your personal details and account information.Edit ProfileFirst NamesgsdgL"
1	pb-6	<div.pt-16.lg:pt-20.pb-6.px-4.text-center.border-b.border-neutral-100.dark:border-neutral-800> "sgsdg@dffd.comVerified Account"
1	pr-12	<input.w-full.px-4.py-3.pr-12.text-sm.bg-white.dark:bg-neutral-800.border>
1	profile-tab	<div.profile-tab.max-w-lg.w-full.mx-auto.bg-white.dark:bg-neutral-900.rounded-2xl.shadow-sm> "Profile InformationManage your personal details and account information.Edit ProfileFirst NamesgsdgL"
1	pt-16	<div.pt-16.lg:pt-20.pb-6.px-4.text-center.border-b.border-neutral-100.dark:border-neutral-800> "sgsdg@dffd.comVerified Account"
1	pt-2	<div.w-full.px-4.md:px-6.lg:px-8.pt-2.md:pt-3> "LogoipsumAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing to search productsShoppin"
1	pt-6	<div.mt-6.pt-6.border-t.border-neutral-100.dark:border-neutral-800> "Logout"
1	py-10	<div.mx-auto.w-full.px-4.md:px-6.lg:px-8.py-10.md:py-12.bg-white> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
1	py-5	<div.flex.items-center.justify-between.px-6.py-5.border-b.border-neutral-100.dark:border-neutral-800> "Search"
1	py-6	<div.flex.items-center.justify-between.px-6.py-6> "Shopping Cart"
1	right-2	<button.absolute.right-2.top-1/2.-translate-y-1/2.p-2.text-neutral-400.hover:text-neutral-600.dark:hover:text-neutral-300>
1	rotate-0	<div.relative.shrink-0.overflow-hidden.rounded-full.outline-solid.outline-transparent.group-data-[focus-visible=true]:z-10.group-data-[focus-visible=true]:ring-2>
1	rounded-md	<div.relative.flex.items-center.justify-center.rounded-md.lg:h-11.lg:w-11.text-white>
1	select-none	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	shadow-md	<label.absolute.bottom-0.right-0.w-8.h-8.rounded-full.bg-emerald-500.hover:bg-emerald-600>
1	size-9	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	sm:-bottom-14	<div.absolute.left-1/2.-bottom-12.sm:-bottom-14.lg:-bottom-16.-translate-x-1/2.z-10>
1	sm:h-[220px]	<div.hero-banner.relative.w-full.h-[180px].sm:h-[220px].lg:h-[280px].bg-white.dark:bg-neutral-900>
1	sm:h-28	<div.relative.w-24.h-24.sm:w-28.sm:h-28.lg:w-32.lg:h-32.rounded-full>
1	sm:max-w-md	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto>
1	sm:mt-0	<div.mx-auto.my-16.mt-16.sm:mt-0.w-full.lg:my-12.md:my-20.md:max-w-4xl> "Enjoy free shipping on all ordersEasy Product Replacement Available!No cost EMI available on all maj"
1	sm:p-8	<div.profile-tab.max-w-lg.w-full.mx-auto.bg-white.dark:bg-neutral-900.rounded-2xl.shadow-sm> "Profile InformationManage your personal details and account information.Edit ProfileFirst NamesgsdgL"
1	sm:px-6	<div.container.mx-auto.px-4.sm:px-6.py-8.lg:py-12> "ProfileAddressesWishlistOrdersReviewsLogoutProfile InformationManage your personal details and accou"
1	sm:text-xl	<h1.text-lg.sm:text-xl.lg:text-2xl.font-bold.text-neutral-900.dark:text-white.break-words> "sgsdg@dffd.com"
1	sm:w-28	<div.relative.w-24.h-24.sm:w-28.sm:h-28.lg:w-32.lg:h-32.rounded-full>
1	space-y-1	<ul.space-y-1> "ProfileAddressesWishlistOrdersReviews"
1	sr-only	<span.sr-only> "Go to homepage"
1	svelte-95aucy	<div.dl-input-translation-container.svelte-95aucy>
1	tap-highlight-transparent	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	text-[100%]	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	text-2xl	<h2.text-2xl.font-semibold.text-neutral-900.dark:text-white> "Shopping Cart"
1	text-base	<button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
1	text-foreground	<body.min-h-screen.font-archivo.text-foreground.bg-white.dark:bg-neutral-950.antialiased> "LogoipsumAllSmartphonesHeadphonesEntertainmentAppliancesSearchStart typing to search productsShoppin"
1	text-neutral-700	<footer.hidden.lg:block.bg-neutral-50.dark:bg-neutral-900/50.text-neutral-700.dark:text-neutral-300> "LogoipsumGo to homepagePremium products with exceptional quality. Your satisfaction is our priority."
1	to-white	<div.absolute.inset-0.w-full.h-full.bg-gradient-to-b.from-emerald-50/20.to-white.dark:from-neutral-900>
1	top-1/2	<button.absolute.right-2.top-1/2.-translate-y-1/2.p-2.text-neutral-400.hover:text-neutral-600.dark:hover:text-neutral-300>
1	top-4	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto>
1	touch-none	<label.group.relative.max-w-fit.touch-none.tap-highlight-transparent.select-none.flex.size-9>
1	tracking-wide	<button.relative.flex.w-full.text-base.md:text-lg.cursor-pointer.font-archivo.font-semibold> "Subscribe"
1	w-[80%]	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto>
1	w-12	<svg.w-12.h-12.mx-auto.text-neutral-300.dark:text-neutral-600.mb-3>
1	w-16	<svg.w-16.h-16.text-neutral-300.dark:text-neutral-600.mb-4>
1	w-18	<svg.w-18.h-18.text-emerald-500>
1	w-3.5	<svg.w-3.5.h-3.5.text-emerald-500>
1	w-fit	<a.flex.items-center.gap-2.cursor-pointer.w-fit> "LogoipsumGo to homepage"
1	xs:p-6	<div.profile-tab.max-w-lg.w-full.mx-auto.bg-white.dark:bg-neutral-900.rounded-2xl.shadow-sm> "Profile InformationManage your personal details and account information.Edit ProfileFirst NamesgsdgL"
1	z-[1]	<input.font-inherit.text-[100%].leading-[1.15].m-0.p-0.overflow-visible.box-border.absolute>
1	z-[999]	<div.fixed.left-1/2.z-[999].w-[80%].-translate-x-1/2.sm:max-w-md.top-4.bottom-auto>
1	z-10	<div.absolute.left-1/2.-bottom-12.sm:-bottom-14.lg:-bottom-16.-translate-x-1/2.z-10>
1	z-40	<div.fixed.inset-0.z-40.bg-black/40.backdrop-blur-sm.transition-opacity.duration-300.ease-out>
